@timestamp,agent.name,agent.id,rule.id,rule.description,rule.level,rule.mitre.id,location,raw,severity,data.win.eventdata.commandLine
2025-12-29T09:42:01.461Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4ce7-6952-f217-000000001000}', 'processId': '9880', 'utcTime': '2025-12-29 09:42:00.370', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\2698-0\\\\Microsoft.WSMan.Management.Activities.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:00.370', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:00.370\r\nProcessGuid: {411eefe4-4ce7-6952-f217-000000001000}\r\nProcessId: 9880\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\2698-0\\Microsoft.WSMan.Management.Activities.dll\r\nCreationUtcTime: 2025-12-29 09:42:00.370\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:00.3731222Z', 'eventRecordID': '18219', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 32, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:01.461Z', 'location': 'EventChannel', 'id': '1767001321.7117871', 'timestamp': '2025-12-29T10:42:01.461+0100'}",medium,
2025-12-29T09:42:01.477Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4ce8-6952-f417-000000001000}', 'processId': '8820', 'utcTime': '2025-12-29 09:42:00.846', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\2274-0\\\\Microsoft.WSMan.Runtime.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:00.844', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:00.846\r\nProcessGuid: {411eefe4-4ce8-6952-f417-000000001000}\r\nProcessId: 8820\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\2274-0\\Microsoft.WSMan.Runtime.dll\r\nCreationUtcTime: 2025-12-29 09:42:00.844\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:00.8481534Z', 'eventRecordID': '18224', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 33, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:01.477Z', 'location': 'EventChannel', 'id': '1767001321.7121134', 'timestamp': '2025-12-29T10:42:01.477+0100'}",medium,
2025-12-29T09:42:02.491Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4ce9-6952-f617-000000001000}', 'processId': '9380', 'utcTime': '2025-12-29 09:42:01.403', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\24a4-0\\\\napinit.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:01.403', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:01.403\r\nProcessGuid: {411eefe4-4ce9-6952-f617-000000001000}\r\nProcessId: 9380\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\24a4-0\\napinit.dll\r\nCreationUtcTime: 2025-12-29 09:42:01.403\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:01.4061923Z', 'eventRecordID': '18229', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 34, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:02.491Z', 'location': 'EventChannel', 'id': '1767001322.7124341', 'timestamp': '2025-12-29T10:42:02.491+0100'}",medium,
2025-12-29T09:42:02.505Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4ce9-6952-f817-000000001000}', 'processId': '6232', 'utcTime': '2025-12-29 09:42:02.294', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\1858-0\\\\SecurityAuditPoliciesSnapIn.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:02.294', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:02.294\r\nProcessGuid: {411eefe4-4ce9-6952-f817-000000001000}\r\nProcessId: 6232\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\1858-0\\SecurityAuditPoliciesSnapIn.dll\r\nCreationUtcTime: 2025-12-29 09:42:02.294\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:02.2959499Z', 'eventRecordID': '18234', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 35, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:02.505Z', 'location': 'EventChannel', 'id': '1767001322.7127484', 'timestamp': '2025-12-29T10:42:02.505+0100'}",medium,
2025-12-29T09:42:04.084Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4cea-6952-fa17-000000001000}', 'processId': '6608', 'utcTime': '2025-12-29 09:42:03.390', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\19d0-0\\\\SrpUxSnapIn.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:03.390', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:03.390\r\nProcessGuid: {411eefe4-4cea-6952-fa17-000000001000}\r\nProcessId: 6608\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\19d0-0\\SrpUxSnapIn.dll\r\nCreationUtcTime: 2025-12-29 09:42:03.390\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:03.3926263Z', 'eventRecordID': '18239', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 36, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:04.084Z', 'location': 'EventChannel', 'id': '1767001324.7130707', 'timestamp': '2025-12-29T10:42:04.084+0100'}",medium,
2025-12-29T09:42:05.382Z,Endpoint3-Win,1,92217,Executable dropped in Windows root folder,6,T1570,EventChannel,"{'agent': {'ip': '192.168.100.15', 'name': 'Endpoint3-Win', 'id': '001'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'win': {'eventdata': {'image': 'C:\\\\Windows\\\\Microsoft.NET\\\\Framework\\\\v4.0.30319\\\\mscorsvw.exe', 'processGuid': '{411eefe4-4ceb-6952-fc17-000000001000}', 'processId': '12912', 'utcTime': '2025-12-29 09:42:04.434', 'targetFilename': 'C:\\\\Windows\\\\assembly\\\\NativeImages_v4.0.30319_32\\\\Temp\\\\3270-0\\\\TaskScheduler.dll', 'ruleName': 'technique_id=T1574.010,technique_name=Services File Permissions Weakness', 'creationUtcTime': '2025-12-29 09:42:04.434', 'user': 'NT AUTHORITY\\\\SYSTEM'}, 'system': {'eventID': '11', 'keywords': '0x8000000000000000', 'providerGuid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'level': '4', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': '0', 'message': '""File created:\r\nRuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness\r\nUtcTime: 2025-12-29 09:42:04.434\r\nProcessGuid: {411eefe4-4ceb-6952-fc17-000000001000}\r\nProcessId: 12912\r\nImage: C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe\r\nTargetFilename: C:\\Windows\\assembly\\NativeImages_v4.0.30319_32\\Temp\\3270-0\\TaskScheduler.dll\r\nCreationUtcTime: 2025-12-29 09:42:04.434\r\nUser: NT AUTHORITY\\SYSTEM""', 'version': '2', 'systemTime': '2025-12-29T09:42:04.4364813Z', 'eventRecordID': '18244', 'threadID': '3676', 'computer': 'WindowsEnd-c7921449-8b62-4c4d-8a83-d9281ac0190b', 'task': '11', 'processID': '1836', 'severityValue': 'INFORMATION', 'providerName': 'Microsoft-Windows-Sysmon'}}}, 'rule': {'firedtimes': 37, 'mail': False, 'level': 6, 'description': 'Executable dropped in Windows root folder', 'groups': ['sysmon', 'sysmon_eid11_detections', 'windows'], 'mitre': {'technique': ['Lateral Tool Transfer'], 'id': ['T1570'], 'tactic': ['Lateral Movement']}, 'id': '92217'}, 'decoder': {'name': 'windows_eventchannel'}, 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:05.382Z', 'location': 'EventChannel', 'id': '1767001325.7133866', 'timestamp': '2025-12-29T10:42:05.382+0100'}",medium,
2025-12-29T09:42:06.745Z,wazuh-vm,0,52002,Apparmor DENIED,3,,/var/log/syslog,"{'predecoder': {'program_name': 'kernel', 'timestamp': '2025-12-29T10:42:05.518569+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'extra_data': 'open', 'status': 'DENIED'}, 'rule': {'firedtimes': 80, 'mail': False, 'level': 3, 'description': 'Apparmor DENIED', 'groups': ['local', 'syslog', 'apparmor'], 'id': '52002'}, 'decoder': {'parent': 'kernel', 'name': 'kernel'}, 'full_log': '2025-12-29T10:42:05.518569+01:00 wazuh-vm kernel: audit: type=1400 audit(1767001325.517:196): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=5825 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1001 ouid=0', 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:06.745Z', 'location': '/var/log/syslog', 'id': '1767001326.7137468', 'timestamp': '2025-12-29T10:42:06.745+0100'}",low,
2025-12-29T09:42:06.746Z,wazuh-vm,0,52002,Apparmor DENIED,3,,/var/log/kern.log,"{'predecoder': {'program_name': 'kernel', 'timestamp': '2025-12-29T10:42:05.518569+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'extra_data': 'open', 'status': 'DENIED'}, 'rule': {'firedtimes': 79, 'mail': False, 'level': 3, 'description': 'Apparmor DENIED', 'groups': ['local', 'syslog', 'apparmor'], 'id': '52002'}, 'decoder': {'parent': 'kernel', 'name': 'kernel'}, 'full_log': '2025-12-29T10:42:05.518569+01:00 wazuh-vm kernel: audit: type=1400 audit(1767001325.517:196): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=5825 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1001 ouid=0', 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:06.746Z', 'location': '/var/log/kern.log', 'id': '1767001326.7137037', 'timestamp': '2025-12-29T10:42:06.746+0100'}",low,
2025-12-29T09:42:10.750Z,wazuh-vm,0,52002,Apparmor DENIED,3,,/var/log/kern.log,"{'predecoder': {'program_name': 'kernel', 'timestamp': '2025-12-29T10:42:10.531641+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'extra_data': 'open', 'status': 'DENIED'}, 'rule': {'firedtimes': 81, 'mail': False, 'level': 3, 'description': 'Apparmor DENIED', 'groups': ['local', 'syslog', 'apparmor'], 'id': '52002'}, 'decoder': {'parent': 'kernel', 'name': 'kernel'}, 'full_log': '2025-12-29T10:42:10.531641+01:00 wazuh-vm kernel: audit: type=1400 audit(1767001330.530:197): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=5825 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1001 ouid=0', 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:10.750Z', 'location': '/var/log/kern.log', 'id': '1767001330.7137897', 'timestamp': '2025-12-29T10:42:10.750+0100'}",low,
2025-12-29T09:42:10.750Z,wazuh-vm,0,52002,Apparmor DENIED,3,,/var/log/syslog,"{'predecoder': {'program_name': 'kernel', 'timestamp': '2025-12-29T10:42:10.531641+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'extra_data': 'open', 'status': 'DENIED'}, 'rule': {'firedtimes': 82, 'mail': False, 'level': 3, 'description': 'Apparmor DENIED', 'groups': ['local', 'syslog', 'apparmor'], 'id': '52002'}, 'decoder': {'parent': 'kernel', 'name': 'kernel'}, 'full_log': '2025-12-29T10:42:10.531641+01:00 wazuh-vm kernel: audit: type=1400 audit(1767001330.530:197): apparmor=""DENIED"" operation=""open"" class=""file"" profile=""snap.firefox.firefox"" name=""/proc/pressure/memory"" pid=5825 comm=""MemoryPoller"" requested_mask=""r"" denied_mask=""r"" fsuid=1001 ouid=0', 'input': {'type': 'log'}, '@timestamp': '2025-12-29T09:42:10.750Z', 'location': '/var/log/syslog', 'id': '1767001330.7138328', 'timestamp': '2025-12-29T10:42:10.750+0100'}",low,
