@timestamp,agent.name,agent.id,rule.id,rule.description,rule.level,rule.mitre.id,location,data.win.eventdata.commandLine,raw,severity,attack_type
2025-12-27T14:10:22.179Z,wazuh-vm,0,510,Host-based anomaly detection event (rootcheck).,7,,rootcheck,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'file': '/bin/diff', 'title': 'Trojaned version of file detected.'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1'], 'description': 'Host-based anomaly detection event (rootcheck).', 'groups': ['ossec', 'rootcheck'], 'id': '510', 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'rootcheck'}, 'full_log': ""Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\\.h|proc\\.h|/dev/[^n]|^/bin/.*sh' (Generic)."", 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:22.179Z', 'location': 'rootcheck', 'id': '1766844622.0', 'timestamp': '2025-12-27T15:10:22.179+0100'}",high,T1136
2025-12-27T14:10:22.211Z,wazuh-vm,0,510,Host-based anomaly detection event (rootcheck).,7,,rootcheck,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'file': '/usr/bin/diff', 'title': 'Trojaned version of file detected.'}, 'rule': {'firedtimes': 2, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1'], 'description': 'Host-based anomaly detection event (rootcheck).', 'groups': ['ossec', 'rootcheck'], 'id': '510', 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'rootcheck'}, 'full_log': ""Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\\.h|proc\\.h|/dev/[^n]|^/bin/.*sh' (Generic)."", 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:22.211Z', 'location': 'rootcheck', 'id': '1766844622.372', 'timestamp': '2025-12-27T15:10:22.211+0100'}",high,T1136
2025-12-27T14:10:29.858Z,wazuh-vm,0,502,Wazuh server started.,3,,wazuh-monitord,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 3, 'pci_dss': ['10.6.1'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3'], 'description': 'Wazuh server started.', 'groups': ['ossec'], 'id': '502', 'nist_800_53': ['AU.6'], 'gpg13': ['10.1'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'ossec'}, 'full_log': 'ossec: Manager started.', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:29.858Z', 'location': 'wazuh-monitord', 'id': '1766844629.754', 'timestamp': '2025-12-27T15:10:29.858+0100'}",low,T1562.001
2025-12-27T14:10:31.706Z,wazuh-vm,0,2901,New dpkg (Debian Package) requested to install.,3,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'install', 'package': 'filebeat', 'arch': 'amd64', 'version': '<none>'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 3, 'pci_dss': ['10.6.1'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC8.1'], 'description': 'New dpkg (Debian Package) requested to install.', 'groups': ['syslog', 'dpkg'], 'id': '2901', 'nist_800_53': ['AU.6'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:10:31 install filebeat:amd64 <none> 7.10.2', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:31.706Z', 'location': '/var/log/dpkg.log', 'id': '1766844631.1000', 'timestamp': '2025-12-27T15:10:31.706+0100'}",low,T1136
2025-12-27T14:10:35.717Z,wazuh-vm,0,2904,Dpkg (Debian Package) half configured.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status half-configured', 'package': 'filebeat', 'arch': 'amd64', 'version': '7.10.2'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'Dpkg (Debian Package) half configured.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2904', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:10:34 status half-configured filebeat:amd64 7.10.2', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:35.717Z', 'location': '/var/log/dpkg.log', 'id': '1766844635.1393', 'timestamp': '2025-12-27T15:10:35.717+0100'}",high,T1136
2025-12-27T14:10:37.714Z,wazuh-vm,0,2902,New dpkg (Debian Package) installed.,7,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'status installed', 'package': 'filebeat', 'arch': 'amd64', 'version': '7.10.2'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 7, 'pci_dss': ['10.6.1', '10.2.7'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC6.8', 'CC8.1'], 'description': 'New dpkg (Debian Package) installed.', 'groups': ['syslog', 'dpkg', 'config_changed'], 'id': '2902', 'nist_800_53': ['AU.6', 'AU.14'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:10:36 status installed filebeat:amd64 7.10.2', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:10:37.714Z', 'location': '/var/log/dpkg.log', 'id': '1766844637.1858', 'timestamp': '2025-12-27T15:10:37.714+0100'}",high,T1136
2025-12-27T14:11:13.767Z,wazuh-vm,0,2901,New dpkg (Debian Package) requested to install.,3,,/var/log/dpkg.log,,"{'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'dpkg_status': 'install', 'package': 'wazuh-dashboard', 'arch': 'amd64', 'version': '<none>'}, 'rule': {'firedtimes': 2, 'mail': False, 'level': 3, 'pci_dss': ['10.6.1'], 'hipaa': ['164.312.b'], 'tsc': ['CC7.2', 'CC7.3', 'CC8.1'], 'description': 'New dpkg (Debian Package) requested to install.', 'groups': ['syslog', 'dpkg'], 'id': '2901', 'nist_800_53': ['AU.6'], 'gpg13': ['4.10'], 'gdpr': ['IV_35.7.d']}, 'decoder': {'name': 'dpkg-decoder'}, 'full_log': '2025-12-27 15:11:13 install wazuh-dashboard:amd64 <none> 4.7.5-1', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:11:13.767Z', 'location': '/var/log/dpkg.log', 'id': '1766844673.2309', 'timestamp': '2025-12-27T15:11:13.767+0100'}",low,T1136
2025-12-27T14:11:15.769Z,wazuh-vm,0,5901,New group added to the system.,8,,/var/log/auth.log,,"{'predecoder': {'program_name': 'groupadd', 'timestamp': '2025-12-27T15:11:13.811268+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'gid': '125', 'dstuser': 'wazuh-dashboard'}, 'rule': {'firedtimes': 1, 'mail': False, 'level': 8, 'pci_dss': ['10.2.7', '10.2.5', '8.1.2'], 'hipaa': ['164.312.b', '164.312.a.2.I', '164.312.a.2.II'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'New group added to the system.', 'groups': ['syslog', 'adduser'], 'id': '5901', 'nist_800_53': ['AU.14', 'AC.7', 'AC.2', 'IA.4'], 'gpg13': ['4.13'], 'gdpr': ['IV_35.7.d', 'IV_32.2']}, 'decoder': {'parent': 'groupadd', 'name': 'groupadd'}, 'full_log': '2025-12-27T15:11:13.811268+01:00 wazuh-vm groupadd[51829]: new group: name=wazuh-dashboard, GID=125', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:11:15.769Z', 'location': '/var/log/auth.log', 'id': '1766844675.2717', 'timestamp': '2025-12-27T15:11:15.769+0100'}",high,T1136
2025-12-27T14:11:15.769Z,wazuh-vm,0,5902,New user added to the system.,8,T1136,/var/log/auth.log,,"{'predecoder': {'program_name': 'useradd', 'timestamp': '2025-12-27T15:11:14.019221+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'uid': '123', 'gid': '125', 'shell': '/bin/false,', 'dstuser': 'wazuh-dashboard', 'home': '/nonexistent'}, 'rule': {'mail': False, 'level': 8, 'pci_dss': ['10.2.7', '10.2.5', '8.1.2'], 'hipaa': ['164.312.b', '164.312.a.2.I', '164.312.a.2.II'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'New user added to the system.', 'groups': ['syslog', 'adduser'], 'nist_800_53': ['AU.14', 'AC.7', 'AC.2', 'IA.4'], 'gdpr': ['IV_35.7.d', 'IV_32.2'], 'firedtimes': 1, 'mitre': {'technique': ['Create Account'], 'id': ['T1136'], 'tactic': ['Persistence']}, 'id': '5902', 'gpg13': ['4.13']}, 'decoder': {'parent': 'useradd', 'name': 'useradd'}, 'full_log': '2025-12-27T15:11:14.019221+01:00 wazuh-vm useradd[51845]: new user: name=wazuh-dashboard, UID=123, GID=125, home=/nonexistent, shell=/bin/false, from=/dev/pts/3', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:11:15.769Z', 'location': '/var/log/auth.log', 'id': '1766844675.3238', 'timestamp': '2025-12-27T15:11:15.769+0100'}",high,T1136
2025-12-27T14:11:43.801Z,wazuh-vm,0,5501,PAM: Login session opened.,3,T1078,/var/log/auth.log,,"{'predecoder': {'program_name': 'pkexec', 'timestamp': '2025-12-27T15:11:42.929481+01:00'}, 'agent': {'name': 'wazuh-vm', 'id': '000'}, 'manager': {'name': 'wazuh-vm'}, 'data': {'srcuser': 'wazuh', 'uid': '1001', 'dstuser': 'root(uid=0)'}, 'rule': {'mail': False, 'level': 3, 'pci_dss': ['10.2.5'], 'hipaa': ['164.312.b'], 'tsc': ['CC6.8', 'CC7.2', 'CC7.3'], 'description': 'PAM: Login session opened.', 'groups': ['pam', 'syslog', 'authentication_success'], 'nist_800_53': ['AU.14', 'AC.7'], 'gdpr': ['IV_32.2'], 'firedtimes': 1, 'mitre': {'technique': ['Valid Accounts'], 'id': ['T1078'], 'tactic': ['Defense Evasion', 'Persistence', 'Privilege Escalation', 'Initial Access']}, 'id': '5501', 'gpg13': ['7.8', '7.9']}, 'decoder': {'parent': 'pam', 'name': 'pam'}, 'full_log': '2025-12-27T15:11:42.929481+01:00 wazuh-vm pkexec: pam_unix(polkit-1:session): session opened for user root(uid=0) by wazuh(uid=1001)', 'input': {'type': 'log'}, '@timestamp': '2025-12-27T14:11:43.801Z', 'location': '/var/log/auth.log', 'id': '1766844703.3866', 'timestamp': '2025-12-27T15:11:43.801+0100'}",low,T1078
